ChEBI_ID	Primary_Name
CHEBI:37599	bis(2-chloroethyl)amine
CHEBI:35550	1H-1,2,4-triazole
CHEBI:35553	perhexiline
CHEBI:35586	1H-purine
CHEBI:37601	allene
CHEBI:40432	5,6-diphenyl-N-(2-piperazin-1-ylethyl)furo[2,3-d]pyrimidin-4-amine
CHEBI:39505	1-(1-phenylcyclopentyl)methylamine
CHEBI:39618	hexane-1,6-diamine
CHEBI:38506	2-isopropylphenol
CHEBI:37842	5-chloroindole-3-acetic acid
CHEBI:37908	(S)-nadifloxacin
CHEBI:37918	fluorescein 5-isothiocyanate
CHEBI:37922	arbekacin
CHEBI:37844	7-chloroindole-3-acetic acid
CHEBI:37846	imidazo[1,2-a]pyrazine
CHEBI:38000	uniconazole
CHEBI:38622	4-cyanophenol
CHEBI:38626	pyridaben
CHEBI:38118	but-2-en-4-olide
CHEBI:38119	brassinin
CHEBI:38699	sodium fluoroacetate
CHEBI:39112	bosutinib
CHEBI:38953	(+)-chimonanthine
CHEBI:38959	diphenyl sulfide
CHEBI:39001	hexamethylbenzene
CHEBI:39164	(E)-acetamiprid
CHEBI:39168	(E)-imidacloprid
CHEBI:39170	(E)-nitenpyram
CHEBI:39174	2-chloropyridine
CHEBI:39176	(Z)-thiacloprid
CHEBI:39243	kinoprene
CHEBI:39250	isopentadecanoic acid
CHEBI:39251	12-methyltetradecanoic acid
CHEBI:39254	(S)-chloroquine
CHEBI:39258	diphenyl ether
CHEBI:39261	2-phenoxyphenol
CHEBI:39264	4-phenoxyphenol
CHEBI:39275	bromomethane
CHEBI:37869	octan-2-ol
CHEBI:39393	silafluofen
CHEBI:38366	trans-pent-2-enoic acid
CHEBI:37209	L-pinitol
CHEBI:35033	triphenyl phosphate
CHEBI:35035	triphenylsilanol
CHEBI:32038	pralidoxime iodide
CHEBI:34653	Congo Red
CHEBI:36791	escitalopram
CHEBI:36792	(R)-citalopram
CHEBI:36793	(S)-bupropion
CHEBI:36794	(R)-bupropion
CHEBI:36795	(S)-duloxetine
CHEBI:36796	duloxetine
CHEBI:36797	(R)-duloxetine
CHEBI:36802	cis-dothiepin
CHEBI:36810	(trifluoromethyl)benzene
CHEBI:36812	valerophenone
CHEBI:34785	heptachlor
CHEBI:34892	nocodazole
CHEBI:34757	fenitrothion
CHEBI:36697	1,2,4,5-tetrachlorobenzene
CHEBI:34665	debrisoquin
CHEBI:34666	decachlorobiphenyl
CHEBI:34682	diazinon
CHEBI:34690	dichlorvos
CHEBI:34691	dicloxacillin sodium
CHEBI:34698	diethyl phthalate
CHEBI:35966	(2-trans,6-cis)-farnesol
CHEBI:33214	ethylmercurithiosalicylic acid
CHEBI:35677	betahistine
CHEBI:36002	cis-resveratrol
CHEBI:36007	trans-stilbene
CHEBI:36008	cis-stilbene
CHEBI:36012	trans-stilbene-4,4'-diol
CHEBI:36015	1,1,1-trichloroethane
CHEBI:34202	2,2',4,4',5,5'-hexachlorobiphenyl
CHEBI:34219	2,3,4,5,6-pentachlorobiphenyl
CHEBI:34221	2,3,4,5-tetrachlorobiphenyl
CHEBI:34905	paraquat
CHEBI:34911	permethrin
CHEBI:34921	phthalocyanine
CHEBI:36162	hematoporphyrin
CHEBI:36669	1H-indazole
CHEBI:36674	phenazine
CHEBI:35097	sec-butylbenzene
CHEBI:34269	2-chlorobiphenyl
CHEBI:34287	2-hydroxydibenzofuran
CHEBI:40237	sitagliptin
CHEBI:37825	p-toluidine
CHEBI:38257	pheophorbide a
CHEBI:37931	10H-phenothiazine
CHEBI:38178	strophanthidin
CHEBI:38200	astilbin
CHEBI:38802	terephthalamide
CHEBI:38814	1,3-benzoxazole
CHEBI:38817	phthalimide
CHEBI:38649	2,2-dimethylbutyric acid
CHEBI:38666	(R)-flurbiprofen
CHEBI:39017	N-ethylpiperidine
CHEBI:39227	hexachloroethane
CHEBI:40678	anthracen-1-amine
CHEBI:38190	5-fluorocytidine
CHEBI:38531	(E,E)-hydramethylnon
CHEBI:38565	(3R,5S)-fluvastatin
CHEBI:38572	3,5-xylenol
CHEBI:37127	3-methylbut-2-enoic acid
CHEBI:37189	hexafluorosilicate(2-)
CHEBI:37386	aurantio-obtusin
CHEBI:37391	1,4,7,10-tetraazacyclododecane
CHEBI:37394	podorhizol
CHEBI:37401	1,4,8,11-tetraazacyclotetradecane
CHEBI:37316	(E,E)-piperic acid
CHEBI:37325	alloxazine
CHEBI:37444	benzo-15-crown-5
CHEBI:37276	(1-hydroxycyclohexyl)acetic acid
CHEBI:37482	2-hydroxyanthraquinone
CHEBI:34250	anthraflavic acid
CHEBI:36592	pyrrolidin-2-one
CHEBI:36601	triphenylphosphane oxide
CHEBI:35628	(6-methoxy-2-naphthyl)acetic acid
CHEBI:35631	yohimban
CHEBI:35633	yohimbic acid
CHEBI:34703	diflubenzuron
CHEBI:36616	quinoxaline
CHEBI:36617	cinnoline
CHEBI:36621	quinazoline
CHEBI:36625	1,5-naphthyridine
CHEBI:36628	1,8-naphthyridine
CHEBI:35026	triethylamine
CHEBI:36124	(+)-quinic acid
CHEBI:36276	sodium taurocholate
CHEBI:36285	nupharidine
CHEBI:34871	N-hydroxynaphthalen-1-amine
CHEBI:35547	perfluoroheptanoic acid
CHEBI:35549	perfluorooctanoic acid
CHEBI:35101	trans-stilben-4-ol
CHEBI:37510	anthralin
CHEBI:37487	quinizarin
CHEBI:37490	1,4,5-trihydroxyanthraquinone
CHEBI:35595	isoxazole
CHEBI:36257	taurocholate
CHEBI:31403	cinnarizine
CHEBI:31674	cortisol 17-butyrate
CHEBI:31856	mithramycin
CHEBI:35621	alpha-aminobutyric acid
CHEBI:35661	car-3-ene
CHEBI:35668	6-azauridine
CHEBI:34338	biphenyl-3-ol
CHEBI:34342	3-methylcholanthrene
CHEBI:34361	4'-hydroxyflavanone
CHEBI:34364	4,4'-dichlorobiphenyl
CHEBI:34367	biphenyl-4,4'-diol
CHEBI:34385	4-aminopyridine
CHEBI:35812	oxfendazole
CHEBI:34422	biphenyl-4-ol
CHEBI:34440	4-nonylphenol
CHEBI:34718	1-chloro-2,4-dinitrobenzene
CHEBI:35858	1-benzothiophene
CHEBI:35859	zomepirac
CHEBI:36419	4,7-phenanthroline
CHEBI:36420	acridine
CHEBI:36421	phenanthridine
CHEBI:37001	imidazolidin-2-one
CHEBI:34483	7-hydroxyflavanone
CHEBI:34488	(Z,Z,Z)-icosa-8,11,14-trienoylethanolamide
CHEBI:34873	N-nitrosodiethylamine
CHEBI:34260	anthracen-2-amine
CHEBI:37150	1,4-dibromobenzene
CHEBI:37199	dichloro(triphenyl)bismuthorane
CHEBI:32149	sodium sulfate
CHEBI:31225	antipyrine
CHEBI:33098	2-nitrotoluene
CHEBI:33019	diphosphate(3-)
CHEBI:31174	adapalene
CHEBI:34071	1-arachidonoyl-sn-glycerol
CHEBI:34073	Delta(1)-progesterone
CHEBI:33135	pyrrolidine
CHEBI:31277	betamethasone valerate
CHEBI:34024	1,1,1,2-tetrachloroethane
CHEBI:34025	1,1,1-trichloro-2,2-bis(4-hydroxyphenyl)ethane
CHEBI:34043	1,2-phenylenediamine
CHEBI:34047	1,2-dihydrostilbene
CHEBI:34052	1,2-dimethylnaphthalene
CHEBI:34053	1,2-dinitrobenzene
CHEBI:33226	(Z)-cinnamyl alcohol
CHEBI:34591	bromodichloromethane
CHEBI:34611	carbofuran
CHEBI:34623	chlordane
CHEBI:34795	3-isobutyl-1-methyl-7H-xanthine
CHEBI:33283	thiamine(1+) chloride
CHEBI:34837	methidathion
CHEBI:34838	metholone
CHEBI:34839	methoprene
CHEBI:34852	mirex
CHEBI:30616	ATP(4-)
CHEBI:30659	D-thyroxine
CHEBI:30660	thyroxine
CHEBI:30669	1,2-bis(diphenylphosphino)ethane
CHEBI:34063	naphthalene-1,4-diol
CHEBI:34065	1,6-dimethylnaphthalene
CHEBI:32636	acetaminophen O-beta-D-glucosiduronic acid
CHEBI:34159	15-deoxy-Delta(12,14)-prostaglandin J2
CHEBI:30865	dihydroorotic acid
CHEBI:30875	4-(oxaloamino)benzoic acid
CHEBI:37495	quinalizarin
CHEBI:37500	rufigallol
CHEBI:37501	anthrarufin
CHEBI:37502	xanthopurpurin
CHEBI:37504	anthrarobin
CHEBI:36773	camphor
CHEBI:36693	1,3-dichlorobenzene
CHEBI:35687	butan-2-ol
CHEBI:35690	cyclobutane-1,1-dicarboxylate(2-)
CHEBI:36703	tetrachloro-1,4-benzoquinone
CHEBI:36706	resiquimod
CHEBI:36713	5alpha-androstane-3alpha,17beta-diol
CHEBI:36714	5beta-androstane-3alpha,17beta-diol
CHEBI:36373	vindesine
CHEBI:34326	3,5-dichlorobiphenyl
CHEBI:34223	2,3,5,6-tetrachloro-1,1'-biphenyl-4,4'-diol
CHEBI:35212	apratoxin A
CHEBI:36404	cyclohexene
CHEBI:34304	fenobucarb
CHEBI:35321	(1S)-1-phenylethanamine
CHEBI:35421	lithocholic acid sulfate
CHEBI:34232	2,4'-dichlorobiphenyl
CHEBI:34251	2,6-dimethylnaphthalene
CHEBI:36433	alpha-angelica lactone
CHEBI:36436	beta-angelica lactone
CHEBI:36439	alpha'-angelica lactone
CHEBI:35739	pentetic acid
CHEBI:35864	disodium aurothiomalate
CHEBI:34317	3,3',4,4',5-pentachlorobiphenyl
CHEBI:30815	moronic acid
CHEBI:31599	fenbufen
CHEBI:32892	nonane
CHEBI:32154	octadecan-1-ol
CHEBI:32161	sulfadimethoxine
CHEBI:32166	sulfisomidine
CHEBI:32879	propane
CHEBI:31007	octafluorocyclobutane
CHEBI:31009	hexacosanoic acid
CHEBI:32905	hexafluoroethane
CHEBI:32914	cetylpyridinium
CHEBI:33835	anthrone
CHEBI:30946	hexafluoroferrate(3-)
CHEBI:30953	pyrazine
CHEBI:30954	pyridazine
CHEBI:32316	zotepine
CHEBI:30259	1,3,5-triazine
CHEBI:30314	(R)-lipoic acid
CHEBI:32130	silver(1+) nitrate
CHEBI:32139	sodium hydrogencarbonate
CHEBI:32184	tazarotene
CHEBI:32185	tazettine
CHEBI:32547	4-methylpyridine
CHEBI:32548	2,6-dimethylpyridine
CHEBI:33227	(E)-cinnamyl alcohol
CHEBI:32397	18-crown-6
CHEBI:31459	3,7,12-trioxo-5beta-cholanic acid
CHEBI:31389	chelidonine
CHEBI:31209	ampicillin trihydrate
CHEBI:31530	edaravone
CHEBI:32362	heptanoate
CHEBI:32368	undecanoic acid
CHEBI:32369	undecanoate
CHEBI:31328	butyl acetate
CHEBI:33439	3-iodophenol
CHEBI:31615	flucloxacillin sodium
CHEBI:31618	fludiazepam
CHEBI:32499	amineptine
CHEBI:31690	imatinib methanesulfonate
CHEBI:31696	indocyanine green
CHEBI:31697	indolin-2-one
CHEBI:33534	N,N'-(9-{[4-(dimethylamino)phenyl]amino}acridine-3,6-diyl)bis(3-pyrrolidin-1-ylpropanamide)
CHEBI:33571	(S)-noradrenaline
CHEBI:31788	luteolin 7-O-neohesperidoside
CHEBI:31654	gliclazide
CHEBI:31676	hydrocortisone caproate
CHEBI:30856	thiophene
CHEBI:30863	5-azaorotic acid
CHEBI:30740	ethylene glycol bis(2-aminoethyl)tetraacetic acid
CHEBI:31889	nadifloxacin
CHEBI:31725	isoamyl acetate
CHEBI:31746	kainic acid
CHEBI:31751	kinamycin D
CHEBI:32003	pimobendan
CHEBI:31980	octafluoropropane
CHEBI:33067	1H-indol-5-amine
CHEBI:31085	2-methylserotonin
CHEBI:30629	diethylenetriamine
CHEBI:30631	tris(2-aminoethyl)amine
CHEBI:34556	bendiocarb
CHEBI:32954	sodium acetate
CHEBI:33083	fluoranthene
CHEBI:30347	ethylenediamine
CHEBI:33568	adrenaline
CHEBI:32114	salicylamide
CHEBI:34680	dipentyl phthalate
CHEBI:37733	EC 3.1.1.8 (cholinesterase) inhibitor
CHEBI:37736	D-fructofuranose 1,6-bisphosphate
CHEBI:37740	beta-L-allose
CHEBI:38360	(2Z,4E)-hexa-2,4-dienoic acid
CHEBI:37746	aldehydo-L-allose
CHEBI:32764	L-tyrosyl group
CHEBI:32766	L-tyrosinyl radical residue
CHEBI:32767	L-tyrosinyl radical cation residue
CHEBI:32768	L-tyrosin-O(4)-yl group
CHEBI:32771	3-fluorotyrosine
CHEBI:32772	methyloxidanyl
CHEBI:32773	D-tyrosinate(1-)
CHEBI:32774	D-tyrosinate(2-)
CHEBI:32775	D-tyrosinium
CHEBI:32776	D-tyrosinyl radical cation
CHEBI:32777	D-tyrosinyl radical
CHEBI:32778	D-tyrosyl group
CHEBI:32779	D-tyrosino group
CHEBI:32780	D-tyrosin-O(4)-yl group
CHEBI:32781	D-tyrosinyl radical residue
CHEBI:32782	D-tyrosinyl radical cation residue
CHEBI:32783	tyrosinyl radical
CHEBI:32784	tyrosinate(1-)
CHEBI:32785	tyrosinate(2-)
CHEBI:32786	tyrosinium
CHEBI:32787	tyrosinyl radical cation
CHEBI:32788	tyrosin-O(4)-yl group
CHEBI:33513	alkaline earth cation
CHEBI:33515	transition element cation
CHEBI:33516	chromium cation
CHEBI:33517	copernicium atom
CHEBI:33697	ribonucleic acid
CHEBI:33699	messenger RNA
CHEBI:33700	proteinogenic amino-acid residue
CHEBI:33702	polyatomic cation
CHEBI:33703	amino-acid cation
CHEBI:33706	beta-amino acid
CHEBI:33707	gamma-amino acid
CHEBI:33708	amino-acid residue
CHEBI:32664	asparagine residue
CHEBI:32665	L-glutaminate
CHEBI:32666	L-glutaminium
CHEBI:32667	L-glutaminyl group
CHEBI:32668	N(2)-L-glutamino group
CHEBI:32669	N(5)-L-glutamino group
CHEBI:32670	iminodimethanethiol
CHEBI:32671	iminodimethanethiolate
CHEBI:32672	D-glutaminate
CHEBI:32673	D-glutaminium
CHEBI:32674	D-glutaminyl group
CHEBI:32675	N(2)-D-glutamino group
CHEBI:32676	N(5)-D-glutamino group
CHEBI:32677	glutamine residue
CHEBI:32678	glutaminate
CHEBI:32679	glutaminium
CHEBI:32681	L-argininate
CHEBI:32683	L-argininium(2+)
CHEBI:32684	L-arginyl group
CHEBI:32685	N(2)-L-arginino group
CHEBI:32686	N(omega)-L-arginino group
CHEBI:32687	piperonyl butoxide
CHEBI:32688	D-argininate
CHEBI:32689	D-argininium(1+)
CHEBI:32690	D-argininium(2+)
CHEBI:33416	fullerene
CHEBI:32846	serinium
CHEBI:32847	serino group
CHEBI:32848	serine residue
CHEBI:32850	N,N,N',N'-tetramethylethylenediamine
CHEBI:32851	L-valinate
CHEBI:32852	L-valinium
CHEBI:32853	L-valyl group
CHEBI:32854	L-valino group
CHEBI:32855	D-valinate
CHEBI:32856	D-valinium
CHEBI:32857	D-valyl group
CHEBI:32858	D-valino group
CHEBI:32859	valinate
CHEBI:32860	valinium
CHEBI:32861	valine residue
CHEBI:32862	L-prolinate
CHEBI:30819	cis-urocanate
CHEBI:30824	octadec-1-ene
CHEBI:30827	cis-vaccenate(1-)
CHEBI:30828	trans-vaccenate(1-)
CHEBI:30829	petroselaidic acid
CHEBI:30833	adipate(1-)
CHEBI:30834	aldosterone hemiacetal
CHEBI:30836	(2R,3S)-2-methylcitric acid
CHEBI:30840	dicarbonyldinitrosyliron
CHEBI:30843	oxomalonate(1-)
CHEBI:30844	hydroxymalonate(1-)
CHEBI:30846	3-furoic acid
CHEBI:30847	3-furoate
CHEBI:31762	lanperisone hydrochloride
CHEBI:32076	zinc pyrithione
CHEBI:32079	pyrrolnitrin
CHEBI:32082	quercetin 3-O-beta-D-glucosyl-(1->2)-beta-D-glucoside
CHEBI:32091	remifentanil hydrochloride
CHEBI:32096	rhodomycin D
CHEBI:30720	2-deoxyribosyl group
CHEBI:30721	epoxy group
CHEBI:30722	tetraperoxidochromate(2-)
CHEBI:30724	dioxidodiperoxidochromate(2-)
CHEBI:30725	aflatoxin B1 exo-8,9-epoxide
CHEBI:30726	oxidodiperoxidochromium
CHEBI:30727	diperoxidochromium
CHEBI:30728	triamminediperoxidochromium
CHEBI:30729	ethylenediaminetetraacetatoferrate(1-)
CHEBI:30730	ethylenediaminetetraacetatoferrate(2-)
CHEBI:30731	cimetidine S-oxide
CHEBI:30732	tetrakis(thiocyanato)ferrate(2-)
CHEBI:30733	tetrakis(thiocyanato)ferrate(1-)
CHEBI:30734	nicotine N(1')-oxide
CHEBI:30735	N-(2-ferrocenylethyl)maleimide
CHEBI:30736	trichloromethyl group
CHEBI:30737	trichloromethyl(.)
CHEBI:30738	ethylferrocene
CHEBI:30739	1,1'-dimethylferrocene
CHEBI:31601	fenoterol hydrobromide
CHEBI:30961	pyridoxine hydrochloride
CHEBI:30963	tetramethylene group
CHEBI:30964	hexahydridoferrate(4-)
CHEBI:30970	1H-azirine
CHEBI:30971	2H-azirine
CHEBI:30973	oxirene
CHEBI:30975	chalcose
CHEBI:30976	thiirene
CHEBI:30977	thiirane
CHEBI:30978	oxazirene
CHEBI:30979	tris(2,2'-bipyridine)iron(2+)
CHEBI:30980	D-diginose
CHEBI:30981	digitoxose
CHEBI:30982	tris(2,2'-bipyridine)iron(3+)
CHEBI:32793	L-cystein-S-yl group
CHEBI:32794	D-cystein-S-yl group
CHEBI:32795	cystein-S-yl group
CHEBI:32810	3-hydroxy-L-glutamate(1-)
CHEBI:32812	4-hydroxy-L-glutamate(1-)
CHEBI:32820	L-threoninate
CHEBI:32823	L-threonyl group
CHEBI:32824	L-threonino group
CHEBI:32825	L-threonin-O(3)-yl group
CHEBI:32827	D-threoninate
CHEBI:32828	D-threoninium
CHEBI:32829	D-threonyl group
CHEBI:32830	D-threonino group
CHEBI:32831	D-threonin-O(3)-yl group
CHEBI:32832	threoninate
CHEBI:32833	threoninium
CHEBI:32835	threonine residue
CHEBI:32836	L-serinate
CHEBI:33727	proteinogenic amino-acid residue cation
CHEBI:33728	proteinogenic amino-acid residue radical
CHEBI:33729	tetritol
CHEBI:33730	mu4-sulfido-quadro-tetracopper
CHEBI:33731	cluster
CHEBI:33732	homonuclear cluster
CHEBI:33733	heteronuclear cluster
CHEBI:33734	polyboron hydride
CHEBI:33735	polyboron cluster
CHEBI:33736	polyaluminium cluster
CHEBI:33737	di-mu-sulfido-diiron(2+)
CHEBI:33738	di-mu-sulfido-diiron(1+)
CHEBI:33739	di-mu-sulfido-diiron(0)
CHEBI:33740	tri-mu-sulfido-mu3-sulfido-triferrate(2-)
CHEBI:33741	chromium group molecular entity
CHEBI:33742	tungsten molecular entity
CHEBI:33743	manganese group molecular entity
CHEBI:33744	iron group molecular entity
CHEBI:32722	glycyl radical residue
CHEBI:32723	D-tryptophanyl radical
CHEBI:32724	D-tryptophanyl radical cation
CHEBI:32725	D-tryptophanyl radical residue
CHEBI:32726	D-tryptophanyl radical cation residue
CHEBI:32727	tryptophanate
CHEBI:32728	tryptophanium
CHEBI:32729	tryptophanyl radical cation
CHEBI:32731	1-tryptophano group
CHEBI:32732	tryptophan residue
CHEBI:32733	tryptophanyl radical residue
CHEBI:32734	tryptophanyl radical cation residue
CHEBI:32735	guanidinium chloride
CHEBI:32736	L-cysteinyl radical
CHEBI:32737	L-cysteinyl radical residue
CHEBI:32738	D-cysteinyl radical
CHEBI:33462	phosphonate(1-)
CHEBI:33464	elemental phosphorus
CHEBI:33465	elemental pnictogen
CHEBI:33466	monoatomic phosphorus
CHEBI:30896	L-threo-isocitrate(3-)
CHEBI:30898	naphthalene-2,7-disulfonic acid
CHEBI:30899	naphthalene-2,7-disulfonate(2-)
CHEBI:31836	methylphenidate hydrochloride
CHEBI:31838	metiazinic acid
CHEBI:32150	sodium thiosulfate pentahydrate
CHEBI:32160	sulbenicillin disodium
CHEBI:32168	sulpiride
CHEBI:32170	sultamicillin tosylate
CHEBI:32173	suxibuzone
CHEBI:30779	succinate(1-)
CHEBI:30785	methylmercury(.)
CHEBI:30786	dimethylmercury
CHEBI:30787	phenylmercury(1+)
CHEBI:30788	FADH(.)
CHEBI:30791	tetrachloridobis(pyridine)molybdenum
CHEBI:30792	cis-bis(2,2'-bipyridine)dichloridoosmium(1+)
CHEBI:30795	malonate(1-)
CHEBI:31680	hydroxyzine pamoate
CHEBI:30916	2-oxoglutarate(1-)
CHEBI:30920	3-hydroxy-3-methylglutarate(1-)
CHEBI:30931	phosphonato group
CHEBI:30932	trioxidophosphate(1-)
CHEBI:30941	amicetose
CHEBI:32864	L-prolinium
CHEBI:32865	L-prolyl group
CHEBI:32866	L-prolino group
CHEBI:32867	D-prolinate
CHEBI:32868	D-prolinium
CHEBI:32869	D-prolyl group
CHEBI:32870	D-prolino group
CHEBI:32871	prolinate
CHEBI:32872	prolinium
CHEBI:32873	prolino group
CHEBI:32874	proline residue
CHEBI:32880	pentan-2-yl group
CHEBI:32881	pentan-3-yl group
CHEBI:32882	3-methylbutan-2-yl group
CHEBI:33780	beryllium molecular entity
CHEBI:33782	beryllium coordination entity
CHEBI:33783	beryllium(0)
CHEBI:33784	elemental beryllium
CHEBI:33787	beryllium dihydride
CHEBI:33789	tetrahydridoberyllate(2-)
CHEBI:33790	beryllium hydride
CHEBI:33791	canonical nucleoside residue
CHEBI:33792	canonical ribonucleoside residue
CHEBI:33793	canonical deoxyribonucleoside residue
CHEBI:33794	tRNA(fMet)
CHEBI:33797	glucaric acid derivative
CHEBI:33798	tetraric acid anion
CHEBI:33801	D-glucarate(1-)
CHEBI:33804	gluconates
CHEBI:30983	evalose
CHEBI:30984	evernitrose
CHEBI:30986	frequentin
CHEBI:30987	1-aminocyclopropylphosphonic acid
CHEBI:30989	1-aminocyclopropylphosphonate(2-)
CHEBI:30990	isopanose
CHEBI:30991	tris(ethylenediamine)iron(3+)
CHEBI:30992	ferrate(2-)
CHEBI:30993	ferrate(3-)
CHEBI:30994	pentaaquanitrosyliron(2+)
CHEBI:30996	lactosediamine
CHEBI:30998	amminepentacyanoferrate(3-)
CHEBI:30999	levoglucosenone
CHEBI:31000	docosan-1-ol
CHEBI:31002	octacosanoate
CHEBI:31003	triacontanoic acid
CHEBI:31004	triacontanoate
CHEBI:31005	manninotriose
CHEBI:31006	triacontane
CHEBI:31010	mycarose
CHEBI:31013	cerotate
CHEBI:31014	tetracosanoate
CHEBI:31015	lignoceroyl group
CHEBI:31016	melissoyl group
CHEBI:32234	titanium dioxide
CHEBI:32243	tolfenamic acid
CHEBI:32245	tolterodine tartrate
CHEBI:32253	transfluthrin
CHEBI:32259	trifluoperazine dimaleate
CHEBI:32269	tropisetron
CHEBI:32270	trospium chloride
CHEBI:30621	diarsenic trioxide
CHEBI:30622	dipyridophenazine
CHEBI:32900	undecyl group
CHEBI:32904	twistane
CHEBI:32908	tridecyl group
CHEBI:32909	pentadecyl group
CHEBI:32913	hexadecane-1-sulfonate
CHEBI:32915	cetylpyridinium chloride
CHEBI:32925	margaryl group
CHEBI:32926	octadecane
CHEBI:32927	nonadecane
CHEBI:32928	nonadecyl group
CHEBI:32930	arachidyl group
CHEBI:32931	henicosane
CHEBI:32932	henicosyl group
CHEBI:32933	behenyl group
CHEBI:32934	tricosane
CHEBI:32935	tricosyl group
CHEBI:32936	tetracosane
CHEBI:32937	lignoceryl group
CHEBI:32938	pentacosane
CHEBI:32939	pentacosyl group
CHEBI:32941	heptacosane
CHEBI:32942	heptacosyl group
CHEBI:32944	montanyl group
CHEBI:32945	nonacosyl group
CHEBI:33654	alicyclic compound
CHEBI:33655	aromatic compound
CHEBI:33831	2-methoxycyclohexa-1,3-dien-5-yne
CHEBI:33832	organic cyclic compound
CHEBI:33833	heteroarene
CHEBI:33836	benzenoid aromatic compound
CHEBI:33837	conjugated protein
CHEBI:33839	macromolecule
CHEBI:33840	gulonic acid derivative
CHEBI:33841	altronic acid derivative
CHEBI:33842	aromatic annulene
CHEBI:33843	arabinonic acid derivative
CHEBI:33844	ribonic acid derivative
CHEBI:33845	xylonic acid derivative
CHEBI:33847	monocyclic arene
CHEBI:33848	polycyclic arene
CHEBI:33849	[14]annulene
CHEBI:30945	hexafluoroferrate(4-)
CHEBI:30947	pentafluoroferrate(2-)
CHEBI:30948	tetrafluoroferrate(1-)
CHEBI:30949	tetrafluoroferrate(2-)
CHEBI:30950	tricarbonylnitrosylferrate(1-)
CHEBI:30951	potassium thiocyanate
CHEBI:30952	sodium thiocyanate
CHEBI:31988	phenethyl acetate
CHEBI:31991	phenol red
CHEBI:32312	zinc sulfate heptahydrate
CHEBI:32315	zopiclone
CHEBI:32328	3-(cis-5,6-dihydroxycyclohexa-1,3-dienyl)acrylic acid
CHEBI:32329	cis-cyclohexane-1,2-diol
CHEBI:32330	(+)-epitaxifolin
CHEBI:32333	dTDP-5,5-di-C-methyl-beta-L-lyxose
CHEBI:32336	dTDP-beta-L-vancosamine
CHEBI:30670	tricarbonyl(diethylenetriamine)molybdenum
CHEBI:30671	dimethyl(phenyl)phosphine
CHEBI:30672	ferrocene
CHEBI:30674	ferrocenecarboxylic acid
CHEBI:30675	(dimethylcarbamoyl)ferrocene
CHEBI:30676	vanadocene
CHEBI:30677	chromocene
CHEBI:30678	cobaltocene
CHEBI:30679	nickelocene
CHEBI:30680	ruthenocene
CHEBI:30681	osmocene
CHEBI:30682	ruthenium atom
CHEBI:30256	thiocarbonyl group
CHEBI:30257	carbonothioylidene group
CHEBI:30261	1,3,5-triazinane-1,3,5-triol
CHEBI:30262	2,4,6-tris(hydroxyamino)-1,3,5-triazine
CHEBI:30263	terbutylazine
CHEBI:30265	2-{[4-chloro-6-(ethylamino)-1,3,5-triazin-2-yl]amino}-2-methylbutanenitrile
CHEBI:30268	dihydrolevobunolol
CHEBI:30272	arsonium
CHEBI:30273	lambda(5)-arsanyl group
CHEBI:30274	arsoryl group
CHEBI:30275	arsorylidene group
CHEBI:30276	arsorylidyne group
CHEBI:30277	arsinoyl group
CHEBI:30278	phosphane
CHEBI:30279	phosphaniumyl group
CHEBI:30280	trihydridophosphorus(.1+)
CHEBI:30281	trihydridophosphate(.1-)
CHEBI:30282	phosphonium
CHEBI:30283	phosphanuide
CHEBI:30284	lambda(5)-phosphanyl group
CHEBI:30285	phosphorane
CHEBI:30286	tetraphenylstibonium
CHEBI:30287	(3,4-dihydroxyphenyl)(triphenyl)arsonium
CHEBI:30288	stibane
CHEBI:30289	trihydridoantimonate(.1-)
CHEBI:30290	trihydridoantimony(.1+)
CHEBI:30291	stibaniumyl group
CHEBI:30292	stibonium
CHEBI:30293	lambda(5)-stibanyl group
CHEBI:30294	antimonic acid
CHEBI:30295	antimonate(3-)
CHEBI:30411	cobalamin
CHEBI:30414	diastatine
CHEBI:30415	astatine atom
CHEBI:30416	astatine(.)
CHEBI:30417	astatide
CHEBI:30418	hydrogen astatide
CHEBI:30419	stannane
CHEBI:30420	tetramethyltin
CHEBI:30421	bismuthane
CHEBI:30422	bismuthonium
CHEBI:30423	trihydridobismuth(.1+)
CHEBI:30424	trihydridobismuthate(.1-)
CHEBI:30425	lambda(5)-bismuthanylidene group
CHEBI:30426	bismuth pentafluoride
CHEBI:30427	gallane
CHEBI:30429	indigane
CHEBI:30430	indium atom
CHEBI:30431	indiganyl group
CHEBI:30433	indium(1+)
CHEBI:30435	selenium tetrafluoride
CHEBI:30437	thallane
CHEBI:30439	thallium(3+)
CHEBI:30440	thallium atom
CHEBI:30441	germanium atom
CHEBI:30442	thallanyl group
CHEBI:30443	germane
CHEBI:30444	polane
CHEBI:30312	tetraammineaquacopper(2+)
CHEBI:30298	stibonic acid
CHEBI:30299	stibonous acid
CHEBI:30300	stibinic acid
CHEBI:30301	stibinous acid
CHEBI:30303	diantimony
CHEBI:30304	antimony(0)
CHEBI:30463	telluric acid
CHEBI:30464	tellurate
CHEBI:30465	tellurous acid
CHEBI:30466	telluronic acid
CHEBI:30467	tellurinic acid
CHEBI:30468	tellurium tetrafluoride
CHEBI:30469	tellurium hexafluoride
CHEBI:30470	heptafluorotellurate(1-)
